,country_left,genre,is_presale,max_tickets,num_markets,price_max,price_min,sold_out,state,subgenre,venue_name_left,Unnamed: 0_y,Venue,City,Capacity,popularity_sk,headliner,support,metro_area,country_right,city_name,days_to_event
297737,US,Classical,1,50,1.0,175.5,55.5,0.0,MN,Classical/Vocal,Orpheum Theatre,55.0,Orpheum Theatre,Los Angeles,"2,000",0.047037999999999996,Blues Traveler,none,Twin Cities,US,Minneapolis,273
297767,US,Classical,1,50,1.0,175.5,55.5,0.0,MN,Classical/Vocal,Orpheum Theatre,312.0,Orpheum Theatre,Madison,1700,0.047037999999999996,Blues Traveler,none,Twin Cities,US,Minneapolis,273
297749,US,Classical,1,50,1.0,175.5,55.5,0.0,MN,Classical/Vocal,Orpheum Theatre,302.0,Orpheum Theatre,Boston,"2,700",0.047037999999999996,Blues Traveler,none,Twin Cities,US,Minneapolis,273
297755,US,Classical,1,50,1.0,175.5,55.5,0.0,MN,Classical/Vocal,Orpheum Theatre,336.0,Orpheum Theatre,Minneapolis,"2,579",0.047037999999999996,Blues Traveler,none,Twin Cities,US,Minneapolis,273
297773,US,Classical,1,50,1.0,175.5,55.5,0.0,MN,Classical/Vocal,Orpheum Theatre,384.0,Orpheum Theatre,Phoenix,1364,0.047037999999999996,Blues Traveler,none,Twin Cities,US,Minneapolis,273
273644,US,Pop,1,50,1.0,,,1.0,MI,Pop,Van Andel Arena,322.0,Van Andel Arena,Grand Rapids,"13,184",0.003927,JoJo Siwa,The Belles Official,Grand Rapids,US,Grand Rapids,137
50705,US,Country,1,50,1.0,69.5,34.5,0.0,CO,Country,Paramount Theatre,98.0,Paramount Theatre,Oakland,"3,040",0.007436,Preservation Hall Jazz Band,Yusa,Denver,US,Denver,104
50795,US,Country,1,50,1.0,69.5,34.5,0.0,CO,Country,Paramount Theatre,402.0,Paramount Theatre,Asbury Park,1600,0.007436,Preservation Hall Jazz Band,Yusa,Denver,US,Denver,104
50840,US,Country,1,50,1.0,69.5,34.5,0.0,CO,Country,Paramount Theatre,640.0,Paramount Theatre,Seattle,"2,807",0.007436,Preservation Hall Jazz Band,Yusa,Denver,US,Denver,104
50885,US,Country,1,50,1.0,69.5,34.5,0.0,CO,Country,Paramount Theatre,230.0,Paramount Theatre,Austin,1200,0.007436,Preservation Hall Jazz Band,Yusa,Denver,US,Denver,104
50930,US,Country,1,50,1.0,69.5,34.5,0.0,CO,Country,Paramount Theatre,239.0,Paramount Theatre,Denver,1950,0.007436,Preservation Hall Jazz Band,Yusa,Denver,US,Denver,104
50750,US,Country,1,50,1.0,69.5,34.5,0.0,CO,Country,Paramount Theatre,110.0,Paramount Theatre,Denver,"1,870",0.007436,Preservation Hall Jazz Band,Yusa,Denver,US,Denver,104
185852,US,Undefined,1,50,1.0,19.0,15.0,0.0,ME,Undefined,Aura,157.0,Aura,Portland,1000,0.000421,Dirty Deeds,none,Portland,US,Portland,232
362190,US,Rock,1,8,1.0,59.5,59.5,0.0,WA,Pop,WaMu Theater,638.0,WaMu Theater,Seattle,"7,000",0.285667,Hozier,Freya Ridings,Seattle,US,Seattle,71
147521,US,Children's Music,1,50,1.0,65.0,25.0,0.0,IL,Children's Music,Rosemont Theatre,214.0,Rosemont Theatre,Rosemont,"4,400",0.00532,Camilo Sesto,none,Chicago,US,Rosemont,180
255580,US,Blues,1,50,1.0,199.0,59.0,0.0,OK,Blues,Chesapeake Energy Arena,483.0,Chesapeake Energy Arena,Oklahoma City,"19,000",0.5375,Mumford & Sons,none,Oklahoma City,US,Oklahoma City,168
188572,US,Pop,1,50,1.0,279.0,55.0,0.0,NV,Pop,The Colosseum at Caesars Palace,385.0,The Colosseum at Caesars Palace,Las Vegas,"4,298",0.634638,Lady Gaga,none,Las Vegas,US,Las Vegas,356
264097,US,Rock,1,50,3.0,48.0,28.0,0.0,MA,Pop,Orpheum Theatre,336.0,Orpheum Theatre,Minneapolis,"2,579",0.179598,Alessia Cara,Ryland James,Boston / Cambridge,US,Boston,73
264089,US,Rock,1,50,3.0,48.0,28.0,0.0,MA,Pop,Orpheum Theatre,21.0,Orpheum Theatre,Phoenix,"1,364",0.179598,Alessia Cara,Ryland James,Boston / Cambridge,US,Boston,73
264093,US,Rock,1,50,3.0,48.0,28.0,0.0,MA,Pop,Orpheum Theatre,84.0,Orpheum Theatre,San Francisco,"2,203",0.179598,Alessia Cara,Ryland James,Boston / Cambridge,US,Boston,73
264095,US,Rock,1,50,3.0,48.0,28.0,0.0,MA,Pop,Orpheum Theatre,302.0,Orpheum Theatre,Boston,"2,700",0.179598,Alessia Cara,Ryland James,Boston / Cambridge,US,Boston,73
264091,US,Rock,1,50,3.0,48.0,28.0,0.0,MA,Pop,Orpheum Theatre,55.0,Orpheum Theatre,Los Angeles,"2,000",0.179598,Alessia Cara,Ryland James,Boston / Cambridge,US,Boston,73
264099,US,Rock,1,50,3.0,48.0,28.0,0.0,MA,Pop,Orpheum Theatre,552.0,Orpheum Theatre,Memphis,"2,400[25]",0.179598,Alessia Cara,Ryland James,Boston / Cambridge,US,Boston,73
264103,US,Rock,1,50,3.0,48.0,28.0,0.0,MA,Pop,Orpheum Theatre,384.0,Orpheum Theatre,Phoenix,1364,0.179598,Alessia Cara,Ryland James,Boston / Cambridge,US,Boston,73
264101,US,Rock,1,50,3.0,48.0,28.0,0.0,MA,Pop,Orpheum Theatre,312.0,Orpheum Theatre,Madison,1700,0.179598,Alessia Cara,Ryland James,Boston / Cambridge,US,Boston,73
229706,US,Hip-Hop/Rap,1,50,2.0,47.0,27.0,0.0,NC,French Rap,Red Hat Amphitheater,469.0,Red Hat Amphitheater,Raleigh,"5,500 ",0.060525,The Glitch Mob,NGHTMRE,Raleigh,US,Raleigh,102
188821,US,Pop,1,50,1.0,279.0,55.0,0.0,NV,Pop,The Colosseum at Caesars Palace,385.0,The Colosseum at Caesars Palace,Las Vegas,"4,298",0.634638,Lady Gaga,none,Las Vegas,US,Las Vegas,356
84505,US,Hip-Hop/Rap,1,50,2.0,165.0,45.0,0.0,GA,French Rap,State Farm Arena,168.0,State Farm Arena,Atlanta,"21,000",0.381436,Elton John,none,Atlanta,US,Atlanta,203
84710,US,Hip-Hop/Rap,1,50,2.0,165.0,45.0,0.0,GA,French Rap,State Farm Arena,593.0,State Farm Arena,Hidalgo,"6,800",0.381436,Elton John,none,Atlanta,US,Atlanta,203
295847,US,Rock,1,50,1.0,,,1.0,MN,Pop,State Theatre,289.0,State Theatre,Portland,"1,870",1.3000000000000001e-05,Whose Live Anyway,none,Twin Cities,US,Minneapolis,184
295860,US,Rock,1,50,1.0,,,1.0,MN,Pop,State Theatre,337.0,State Theatre,Minneapolis,"2,181",1.3000000000000001e-05,Whose Live Anyway,none,Twin Cities,US,Minneapolis,184
67639,US,Hip-Hop/Rap,0,50,1.0,20.0,20.0,0.0,DC,French Rap,Howard Theatre,135.0,Howard Theatre,Washington,"1,000",0.001123,Death Valley Girls,Craig Brown Band,Washington,US,Washington,57
402706,US,Blues,1,50,1.0,199.0,69.0,0.0,WA,Blues,Paramount Theatre,230.0,Paramount Theatre,Austin,1200,0.041552,Joe Bonamassa,none,Seattle,US,Seattle,239
402846,US,Blues,1,50,1.0,199.0,69.0,0.0,WA,Blues,Paramount Theatre,239.0,Paramount Theatre,Denver,1950,0.041552,Joe Bonamassa,none,Seattle,US,Seattle,239
402426,US,Blues,1,50,1.0,199.0,69.0,0.0,WA,Blues,Paramount Theatre,402.0,Paramount Theatre,Asbury Park,1600,0.041552,Joe Bonamassa,none,Seattle,US,Seattle,239
402566,US,Blues,1,50,1.0,199.0,69.0,0.0,WA,Blues,Paramount Theatre,640.0,Paramount Theatre,Seattle,"2,807",0.041552,Joe Bonamassa,none,Seattle,US,Seattle,239
402286,US,Blues,1,50,1.0,199.0,69.0,0.0,WA,Blues,Paramount Theatre,110.0,Paramount Theatre,Denver,"1,870",0.041552,Joe Bonamassa,none,Seattle,US,Seattle,239
402146,US,Blues,1,50,1.0,199.0,69.0,0.0,WA,Blues,Paramount Theatre,98.0,Paramount Theatre,Oakland,"3,040",0.041552,Joe Bonamassa,none,Seattle,US,Seattle,239
332258,US,Country,1,8,2.0,,,1.0,TN,Country,Bridgestone Arena,556.0,Bridgestone Arena,Nashville,"19,712",0.030465,Luke Combs,Morgan Wallen,Nashville,US,Nashville,251
192709,US,Rock,1,8,3.0,99.0,39.0,0.0,NH,Pop,Hampton Beach Casino Ballroom,399.0,Hampton Beach Casino Ballroom,Hampton,"2,200 ",0.031633999999999995,Candlebox,none,Manchester,US,Hampton Beach,244
67635,US,Rock,0,50,1.0,49.5,49.5,0.0,DC,Pop,Howard Theatre,135.0,Howard Theatre,Washington,"1,000",0.00047699999999999994,Giuda,none,Washington,US,Washington,297
214400,US,Metal,1,50,3.0,25.0,25.0,0.0,NJ,Nu-Metal,The Stone Pony,404.0,The Stone Pony,Asbury Park,500,0.00022799999999999999,Promised Land,Resurrection,New York,US,Asbury Park,163
258458,US,Rock,1,4,1.0,109.5,39.5,0.0,OR,Alternative Rock,Moda Center,506.0,Moda Center,Portland,"15,100 ",0.27961199999999997,Chance the Rapper,none,Cleveland,US,Cleveland,148
141184,US,Latin,1,50,1.0,129.0,39.0,0.0,IL,Latin,Rosemont Theatre,214.0,Rosemont Theatre,Rosemont,"4,400",0.002378,The Australian Pink Floyd Show,none,Chicago,US,Rosemont,126
375471,US,Rock,1,50,1.0,87.0,37.0,0.0,WA,Pop,Moore Theatre,644.0,Moore Theatre,Seattle,"1,400",0.037922000000000004,Bryan Ferry,Femme Schmidt,Seattle,US,Seattle,39
227212,US,Latin,1,8,3.0,130.0,80.0,0.0,NY,Latin,Beacon Theatre,437.0,Beacon Theatre,New York City,"2,829",0.08140700000000001,Steely Dan,none,New York,US,New York,172
235233,US,Dance/Electronic,1,8,2.0,49.5,49.5,0.0,NC,Witchstep,Red Hat Amphitheater,469.0,Red Hat Amphitheater,Raleigh,"5,500 ",0.018322,Judah & the Lion,none,Raleigh,US,Raleigh,64
336008,US,Country,1,50,2.0,105.0,25.8,0.0,TN,Country,Bridgestone Arena,556.0,Bridgestone Arena,Nashville,"19,712",0.15529400000000002,Jonas Brothers,Bebe Rexha,Nashville,US,Nashville,46
148859,US,Rock,1,50,1.0,75.0,35.0,0.0,IL,Pop,Genesee Theatre,216.0,Genesee Theatre,Waukegan,"2,427",0.035616,Three Dog Night,none,Chicago,US,Waukegan,154
258793,US,Rock,1,8,1.0,,,1.0,OR,Alternative Rock,Moda Center,506.0,Moda Center,Portland,"15,100 ",0.171157,Bring Me The Horizon,Sleeping With Sirens,Portland,US,Portland,185
258258,US,Pop,1,4,1.0,,,1.0,OR,Pop,Moda Center,506.0,Moda Center,Portland,"15,100 ",0.171157,Bring Me The Horizon,Sleeping With Sirens,Portland,US,Portland,206
259681,US,Religious,1,8,1.0,84.5,24.5,0.0,OR,Gospel,Moda Center,506.0,Moda Center,Portland,"15,100 ",0.27961199999999997,Chance the Rapper,none,Cleveland,US,Cleveland,246
62644,US,Rock,1,8,4.0,55.0,30.0,0.0,CT,Pop,Mohegan Sun Arena,121.0,Mohegan Sun Arena,Uncasville,"12,000",0.153793,J Balvin,Lyanno,Providence,US,Uncasville,159
148438,US,Rock,1,50,1.0,45.0,25.0,0.0,IL,Pop,Genesee Theatre,216.0,Genesee Theatre,Waukegan,"2,427",0.035616,Three Dog Night,none,Chicago,US,Waukegan,161
315706,US,Rock,0,50,2.0,76.0,31.0,0.0,MO,Alternative Rock,Uptown Theater,359.0,Uptown Theater,Kansas City,"1,700",0.0011300000000000001,Becca Mancari,Frances Cone,Kansas City,US,Kansas City,169
331509,US,Rock,1,8,2.0,170.5,25.3,0.0,TN,Pop,Bridgestone Arena,556.0,Bridgestone Arena,Nashville,"19,712",0.002287,Keith And Kristyn Getty,none,Nashville,US,Nashville,279
222827,US,Pop,0,8,3.0,206.0,50.0,0.0,NY,Adult Contemporary,Beacon Theatre,437.0,Beacon Theatre,New York City,"2,829",0.047037999999999996,Blues Traveler,none,New York,US,New York,109
226503,US,Undefined,1,8,3.0,136.0,50.5,0.0,NY,Undefined,Beacon Theatre,437.0,Beacon Theatre,New York City,"2,829",0.022246000000000002,Il Divo,none,New York,US,New York,173
232743,US,Rock,1,50,2.0,97.0,42.0,0.0,NC,Pop,Ovens Auditorium,455.0,Ovens Auditorium,Charlotte,"2,460",0.061070000000000006,KC and the Sunshine Band,none,Charlotte,US,Charlotte,141
226314,US,Country,1,4,3.0,29.5,29.5,0.0,NY,Country,Webster Hall,429.0,Webster Hall,New York City,"1,500",0.026593000000000002,The Waterboys,none,New York,US,New York,52
218876,US,Rock,1,4,3.0,499.0,59.5,0.0,NY,Pop,Beacon Theatre,437.0,Beacon Theatre,New York City,"2,829",0.019939,Tedeschi Trucks Band,none,New York,US,New York,154
271971,US,Latin,1,50,3.0,225.0,75.0,0.0,MA,Latin,Agganis Arena,301.0,Agganis Arena,Boston,"7,200",0.224622,"Tyler, The Creator",Jaden,Boston / Cambridge,US,Boston,137
330422,US,Country,1,4,1.0,99.75,29.75,0.0,SD,Country,Denny Sanford Premier Center,547.0,Denny Sanford Premier Center,Sioux Falls,"12,500",0.001059,Slingshot Dakota,none,Chicago,US,Chicago,280
253208,US,Country,1,50,1.0,126.99,36.99,0.0,OK,Country,Chesapeake Energy Arena,483.0,Chesapeake Energy Arena,Oklahoma City,"19,000",0.082637,Alan Jackson,William Michael Morgan,Oklahoma City,US,Oklahoma City,218
338811,US,Religious,0,50,2.0,40.15,13.0,0.0,TN,Gospel,Bridgestone Arena,556.0,Bridgestone Arena,Nashville,"19,712",0.146425,Celine Dion,none,Nashville,US,Nashville,269
184777,US,Undefined,1,8,1.0,35.5,19.5,0.0,ME,Undefined,Aura,157.0,Aura,Portland,1000,0.000421,Dirty Deeds,none,Portland,US,Portland,197
95272,US,Hip-Hop/Rap,1,50,2.0,69.5,29.5,0.0,GA,French Rap,State Farm Arena,593.0,State Farm Arena,Hidalgo,"6,800",0.227244,"Tyler, The Creator",Blood Orange,Atlanta,US,Atlanta,118
95118,US,Hip-Hop/Rap,1,50,2.0,69.5,29.5,0.0,GA,French Rap,State Farm Arena,168.0,State Farm Arena,Atlanta,"21,000",0.227244,"Tyler, The Creator",Blood Orange,Atlanta,US,Atlanta,118
251862,US,Pop,1,8,1.0,89.1,6.21,0.0,OK,Pop,BOK Center,478.0,BOK Center,Tulsa,"19,199",0.003927,JoJo Siwa,The Belles Official,Tulsa,US,Tulsa,91
271830,US,Hip-Hop/Rap,1,50,3.0,346.0,35.95,0.0,MA,Reggaeton,Agganis Arena,301.0,Agganis Arena,Boston,"7,200",0.224622,"Tyler, The Creator",Jaden,Boston / Cambridge,US,Boston,116
58269,US,Pop,0,8,1.0,70.0,40.0,0.0,CO,Adult Contemporary,Paramount Theatre,239.0,Paramount Theatre,Denver,1950,0.009714,Jim Brickman,none,Denver,US,Denver,149
58263,US,Pop,0,8,1.0,70.0,40.0,0.0,CO,Adult Contemporary,Paramount Theatre,640.0,Paramount Theatre,Seattle,"2,807",0.009714,Jim Brickman,none,Denver,US,Denver,149
58266,US,Pop,0,8,1.0,70.0,40.0,0.0,CO,Adult Contemporary,Paramount Theatre,230.0,Paramount Theatre,Austin,1200,0.009714,Jim Brickman,none,Denver,US,Denver,149
58254,US,Pop,0,8,1.0,70.0,40.0,0.0,CO,Adult Contemporary,Paramount Theatre,98.0,Paramount Theatre,Oakland,"3,040",0.009714,Jim Brickman,none,Denver,US,Denver,149
58257,US,Pop,0,8,1.0,70.0,40.0,0.0,CO,Adult Contemporary,Paramount Theatre,110.0,Paramount Theatre,Denver,"1,870",0.009714,Jim Brickman,none,Denver,US,Denver,149
58260,US,Pop,0,8,1.0,70.0,40.0,0.0,CO,Adult Contemporary,Paramount Theatre,402.0,Paramount Theatre,Asbury Park,1600,0.009714,Jim Brickman,none,Denver,US,Denver,149
200207,US,Hip-Hop/Rap,1,50,2.0,500.5,50.5,0.0,NJ,French Rap,Boardwalk Hall,405.0,Boardwalk Hall,Atlantic City,"14,770",0.015279,Rahat Fateh Ali Khan,none,Philadelphia,US,Atlantic City,85
310962,US,Hip-Hop/Rap,1,50,2.0,25.0,25.0,0.0,MO,French Rap,Uptown Theater,359.0,Uptown Theater,Kansas City,"1,700",0.005102000000000001,Hazel English,none,Kansas City,US,Kansas City,123
307648,US,Rock,1,50,2.0,135.0,35.0,0.0,MO,Pop,Uptown Theater,359.0,Uptown Theater,Kansas City,"1,700",0.0011300000000000001,Becca Mancari,Frances Cone,Kansas City,US,Kansas City,141
287221,US,Country,1,50,2.0,115.75,40.75,0.0,MN,Country,Xcel Energy Center,343.0,Xcel Energy Center,Saint Paul,"20,554",0.17117000000000002,Sara Bareilles,Emily King,Twin Cities,US,St. Paul,173
403856,US,R&B,1,50,1.0,45.0,35.0,0.0,WA,R&B,Moore Theatre,644.0,Moore Theatre,Seattle,"1,400",0.000133,The Simon and Garfunkel Story,none,Seattle,US,Seattle,143
84183,US,Pop,1,50,2.0,249.5,125.0,0.0,GA,Adult Contemporary,State Farm Arena,168.0,State Farm Arena,Atlanta,"21,000",0.146425,Celine Dion,none,Atlanta,US,Atlanta,274
84344,US,Pop,1,50,2.0,249.5,125.0,0.0,GA,Adult Contemporary,State Farm Arena,593.0,State Farm Arena,Hidalgo,"6,800",0.146425,Celine Dion,none,Atlanta,US,Atlanta,274
395629,US,Dance/Electronic,1,50,1.0,37.0,37.0,0.0,WA,Witchstep,WaMu Theater,638.0,WaMu Theater,Seattle,"7,000",0.042044,ILLENIUM,none,Seattle,US,Seattle,161
217778,US,Rock,1,8,3.0,319.0,89.0,0.0,NY,Pop,Beacon Theatre,437.0,Beacon Theatre,New York City,"2,829",0.059635,Sylvan Esso,Daughter of Swords,New York,US,New York,269
202654,US,Reggae,1,50,3.0,29.5,29.5,0.0,NJ,Reggae,The Stone Pony,404.0,The Stone Pony,Asbury Park,500,5.6000000000000006e-05,Tangiers Blues Band,none,New York,US,Asbury Park,148
217101,US,Pop,1,6,3.0,75.0,45.0,0.0,NY,Pop,Beacon Theatre,437.0,Beacon Theatre,New York City,"2,829",0.027967000000000002,Zaz,none,New York,US,New York,139
221087,US,Rock,1,4,3.0,499.0,59.5,0.0,NY,Pop,Beacon Theatre,437.0,Beacon Theatre,New York City,"2,829",0.059635,Sylvan Esso,Daughter of Swords,New York,US,New York,198
373726,US,Rock,1,50,1.0,41.5,41.5,0.0,WA,Alternative Rock,WaMu Theater,638.0,WaMu Theater,Seattle,"7,000",0.153193,Alice In Chains,City and Colour,Seattle,US,Seattle,147
160740,US,Jazz,1,50,1.0,47.0,37.0,0.0,IA,Jazz,Hoyt Sherman Place,227.0,Hoyt Sherman Place,Des Moines,"1,252",0.059744000000000005,Chris Isaak,none,Des Moines,US,Des Moines,70
361727,US,Rock,1,50,1.0,494.5,44.5,0.0,WA,Pop,CenturyLink Field,635.0,CenturyLink Field,Seattle,"72,352",0.220074,Logic,JID,Seattle,US,Seattle,312
306484,US,Rock,1,50,1.0,126.5,36.5,0.0,MO,Pop,Stifel Theatre,368.0,Stifel Theatre,St. Louis,"3,100",0.056325,Dream Theater,none,St Louis,US,St Louis,145
230338,US,Rock,1,50,2.0,55.0,29.5,0.0,NC,Pop,Red Hat Amphitheater,469.0,Red Hat Amphitheater,Raleigh,"5,500 ",0.295,Zedd,none,Raleigh,US,Raleigh,148
255784,US,Country,1,50,1.0,56.75,26.75,0.0,OK,Country,Chesapeake Energy Arena,483.0,Chesapeake Energy Arena,Oklahoma City,"19,000",0.5375,Mumford & Sons,none,Oklahoma City,US,Oklahoma City,84
317036,US,Comedy,1,50,2.0,75.0,65.0,0.0,MO,Comedy,Uptown Theater,359.0,Uptown Theater,Kansas City,"1,700",0.005102000000000001,Hazel English,none,Kansas City,US,Kansas City,32
34463,US,Rock,0,50,1.0,34.0,24.0,0.0,CA,Pop,The Rose,242.0,The Rose,Pasadena,800,0.0001,Brian Howe,none,Los Angeles,US,Pasadena,112
368716,US,Pop,1,50,1.0,,,1.0,WA,Pop,WaMu Theater,638.0,WaMu Theater,Seattle,"7,000",0.153193,Alice In Chains,City and Colour,Seattle,US,Seattle,175
281909,US,Hip-Hop/Rap,1,50,2.0,520.5,90.5,0.0,MN,French Rap,Xcel Energy Center,343.0,Xcel Energy Center,Saint Paul,"20,554",0.32856199999999997,Post Malone,Swae Lee,Twin Cities,US,St. Paul,70
224945,US,R&B,1,6,4.0,94.5,64.5,0.0,NY,R&B,Radio City Music Hall,438.0,Radio City Music Hall,New York City,"6,015",0.003614,Roger McGuinn,John Kay & Steppenwolf,New York,US,New York,140
273972,US,Pop,1,50,1.0,270.0,95.0,0.0,MI,Adult Contemporary,Little Caesars Arena,315.0,Little Caesars Arena,Detroit,"22,000",0.127948,X Ambassadors,Bear Hands,Detroit,US,Detroit,208
269770,US,Rock,1,50,3.0,348.5,53.5,0.0,MA,Pop,Orpheum Theatre,552.0,Orpheum Theatre,Memphis,"2,400[25]",0.08110099999999999,Steely Dan,none,Boston / Cambridge,US,Boston,91
269275,US,Rock,1,50,3.0,348.5,53.5,0.0,MA,Pop,Orpheum Theatre,84.0,Orpheum Theatre,San Francisco,"2,203",0.08110099999999999,Steely Dan,none,Boston / Cambridge,US,Boston,91
268945,US,Rock,1,50,3.0,348.5,53.5,0.0,MA,Pop,Orpheum Theatre,21.0,Orpheum Theatre,Phoenix,"1,364",0.08110099999999999,Steely Dan,none,Boston / Cambridge,US,Boston,91
269110,US,Rock,1,50,3.0,348.5,53.5,0.0,MA,Pop,Orpheum Theatre,55.0,Orpheum Theatre,Los Angeles,"2,000",0.08110099999999999,Steely Dan,none,Boston / Cambridge,US,Boston,91
270100,US,Rock,1,50,3.0,348.5,53.5,0.0,MA,Pop,Orpheum Theatre,384.0,Orpheum Theatre,Phoenix,1364,0.08110099999999999,Steely Dan,none,Boston / Cambridge,US,Boston,91
269440,US,Rock,1,50,3.0,348.5,53.5,0.0,MA,Pop,Orpheum Theatre,302.0,Orpheum Theatre,Boston,"2,700",0.08110099999999999,Steely Dan,none,Boston / Cambridge,US,Boston,91
269605,US,Rock,1,50,3.0,348.5,53.5,0.0,MA,Pop,Orpheum Theatre,336.0,Orpheum Theatre,Minneapolis,"2,579",0.08110099999999999,Steely Dan,none,Boston / Cambridge,US,Boston,91
269935,US,Rock,1,50,3.0,348.5,53.5,0.0,MA,Pop,Orpheum Theatre,312.0,Orpheum Theatre,Madison,1700,0.08110099999999999,Steely Dan,none,Boston / Cambridge,US,Boston,91
311611,US,R&B,1,50,1.0,124.0,44.0,0.0,MO,R&B,Stifel Theatre,368.0,Stifel Theatre,St. Louis,"3,100",0.056325,Dream Theater,none,St Louis,US,St Louis,61
83195,US,Rock,1,50,2.0,169.5,59.5,0.0,GA,Pop,State Farm Arena,168.0,State Farm Arena,Atlanta,"21,000",0.015868,La Arrolladora Banda el Limón,none,Atlanta,US,Atlanta,295
83361,US,Rock,1,50,2.0,169.5,59.5,0.0,GA,Pop,State Farm Arena,593.0,State Farm Arena,Hidalgo,"6,800",0.015868,La Arrolladora Banda el Limón,none,Atlanta,US,Atlanta,295
7011,US,Rock,1,50,1.0,200.0,20.0,0.0,AZ,Pop,Tucson Arena,25.0,Tucson Arena,Tucson,"9,275",0.024374,For King and Country,none,Tucson,US,Tucson,170
248679,US,Pop,1,4,1.0,96.5,36.5,0.0,OK,Pop,BOK Center,478.0,BOK Center,Tulsa,"19,199",0.146425,Celine Dion,none,Tulsa,US,Tulsa,208
385156,US,Rock,1,50,1.0,122.5,37.0,0.0,WA,Pop,Moore Theatre,644.0,Moore Theatre,Seattle,"1,400",0.0034119999999999997,Marisela,Amanda Miguel,Seattle,US,Seattle,161
33681,US,Rock,0,50,1.0,149.0,69.0,0.0,CA,Pop,The Rose,242.0,The Rose,Pasadena,800,0.041578,Sir Mix-a-lot,none,Los Angeles,US,Pasadena,107
331692,US,Pop,1,50,2.0,65.0,35.35,0.0,TN,Pop,Bridgestone Arena,556.0,Bridgestone Arena,Nashville,"19,712",0.06867100000000001,Kacey Musgraves,none,Nashville,US,Nashville,133
253055,US,Country,1,50,1.0,92.0,42.0,0.0,OK,Country,Chesapeake Energy Arena,483.0,Chesapeake Energy Arena,Oklahoma City,"19,000",0.666628,Chris Brown,Ty Dolla $ign,Oklahoma City,US,Oklahoma City,374
304814,US,Hip-Hop/Rap,1,50,2.0,41.5,41.5,0.0,MO,French Rap,Uptown Theater,359.0,Uptown Theater,Kansas City,"1,700",0.005102000000000001,Hazel English,none,Kansas City,US,Kansas City,95
238077,US,Rock,1,50,1.0,150.0,35.0,0.0,OH,Pop,Express Live!,497.0,Express Live!,Columbus,"5,000",0.00441,Yung Bae,Birocratic,Columbus,US,Columbus,75
327790,US,Country,1,50,2.0,89.75,39.75,0.0,SC,Country,North Charleston Coliseum,544.0,North Charleston Coliseum,North Charleston,"12,645 ",0.083231,Alan Jackson,Randy Houser,Columbia,US,North Charleston,203
33862,US,Rock,0,50,1.0,,,1.0,CA,Pop,The Rose,242.0,The Rose,Pasadena,800,0.041578,Sir Mix-a-lot,none,Los Angeles,US,Pasadena,212
147855,US,Rock,1,8,1.0,67.5,27.5,0.0,IL,Pop,Rosemont Theatre,214.0,Rosemont Theatre,Rosemont,"4,400",0.002378,The Australian Pink Floyd Show,none,Chicago,US,Rosemont,182
178098,US,Rock,1,8,1.0,55.0,55.0,0.0,ME,Alternative Rock,Aura,157.0,Aura,Portland,1000,0.036592,Collie Buddz,none,Portland,US,Portland,137
267988,US,Rock,1,8,3.0,88.0,43.5,0.0,MA,Pop,Orpheum Theatre,552.0,Orpheum Theatre,Memphis,"2,400[25]",0.082147,Styx,none,Boston / Cambridge,US,Boston,155
268374,US,Rock,1,8,3.0,88.0,43.5,0.0,MA,Pop,Orpheum Theatre,384.0,Orpheum Theatre,Phoenix,1364,0.082147,Styx,none,Boston / Cambridge,US,Boston,155
267795,US,Rock,1,8,3.0,88.0,43.5,0.0,MA,Pop,Orpheum Theatre,336.0,Orpheum Theatre,Minneapolis,"2,579",0.082147,Styx,none,Boston / Cambridge,US,Boston,155
267602,US,Rock,1,8,3.0,88.0,43.5,0.0,MA,Pop,Orpheum Theatre,302.0,Orpheum Theatre,Boston,"2,700",0.082147,Styx,none,Boston / Cambridge,US,Boston,155
267216,US,Rock,1,8,3.0,88.0,43.5,0.0,MA,Pop,Orpheum Theatre,55.0,Orpheum Theatre,Los Angeles,"2,000",0.082147,Styx,none,Boston / Cambridge,US,Boston,155
267023,US,Rock,1,8,3.0,88.0,43.5,0.0,MA,Pop,Orpheum Theatre,21.0,Orpheum Theatre,Phoenix,"1,364",0.082147,Styx,none,Boston / Cambridge,US,Boston,155
268181,US,Rock,1,8,3.0,88.0,43.5,0.0,MA,Pop,Orpheum Theatre,312.0,Orpheum Theatre,Madison,1700,0.082147,Styx,none,Boston / Cambridge,US,Boston,155
267409,US,Rock,1,8,3.0,88.0,43.5,0.0,MA,Pop,Orpheum Theatre,84.0,Orpheum Theatre,San Francisco,"2,203",0.082147,Styx,none,Boston / Cambridge,US,Boston,155
232354,US,Rock,1,50,2.0,99.5,29.0,0.0,NC,Pop,Ovens Auditorium,455.0,Ovens Auditorium,Charlotte,"2,460",0.016965,Bethel Music,none,Charlotte,US,Charlotte,159
312026,US,Metal,1,50,2.0,63.0,47.5,0.0,MO,Nu-Metal,Uptown Theater,359.0,Uptown Theater,Kansas City,"1,700",0.005102000000000001,Hazel English,none,Kansas City,US,Kansas City,116
257679,US,Rock,1,8,1.0,96.0,36.0,0.0,OR,Pop,Moda Center,506.0,Moda Center,Portland,"15,100 ",0.27961199999999997,Chance the Rapper,none,Cleveland,US,Cleveland,162
