,venue_name,id,capacity,street,zip,latitude,longitude,metro_area,country,city_name
2971,L'Auberge Casino & Hotel Baton Rouge,1961219,,777 Ave. l'Auberge,70820,30.3456,-91.151,Baton Rouge,US,Baton Rouge
2972,"The Edge, L'Auberge Casino",2013444,,,,,,Baton Rouge,US,Baton Rouge
2973,Brauerhouse,339021,,1000 N Rohlwing Rd Ste 13,60148,41.90795,-88.03658,Chicago,US,Lombard
2974,The Grasshopper Underground & Studio,3400099,,"22757 Woodward Ave, Ferndale",48220,42.4604295,-83.1350015,Detroit,US,Detroit
2975,Powell Symphony Hall,70549,,,63103,38.62919,-90.21743,St Louis,US,St Louis
2976,Agganis Arena,811,,925 Commonwealth Avenue,02215,42.3517889,-71.117785,Boston / Cambridge,US,Boston
2977,Santa Barbara Bowl,29228,4569.0,1122 N Milpas St,93103,34.43266,-119.69381,Los Angeles,US,Santa Barbara
2978,Civic Bowl Amphitheatre,107432,,,,,,Los Angeles,US,Santa Barbara
2979,Country Bowl,174568,,,,,,Los Angeles,US,Santa Barbara
2980,Mobile Civic Center Theater,2734,,401 Civic Center Drive,36602,30.68701,-88.04492,Mobile,US,Mobile
2981,Cool Insuring Arena,1317,,1 Civic Center Plaza,12801,43.30839,-73.64296,Burlington,US,Glens Falls
2982,Antone's - Austin,4012209,,,78701,30.27292,-97.74439,Austin,US,Austin
2983,Antone's,2195289,,305 E 5th St,78701,30.26605,-97.74039,Austin,US,Austin
2984,Antone's - Old Location,1449,,213 W. Fifth St.,78701,30.2676437,-97.7453912,Austin,US,Austin
2985,Antone's Nightclub,3205388,,305 5th St.,78701,30.26766,-97.74613,Austin,US,Austin
2986,Antone's Record Shop,755036,,2928 Guadalupe,78705,30.29625,-97.742616,Austin,US,Austin
2987,Weddings San Antone,128422,,,,,,Austin,US,Austin
2988,Antone's Record Store,3999014,,2928 Guadalupe St #101,78705,30.2964,-97.7426,Austin,US,Austin
2989,The Fillmore Miami Beach at Jackie Gleason Theater,244628,2700,1700 Washington Ave.,33139,25.79292,-80.13314,Miami,US,Miami Beach
2990,The Plaza at Mgm Springfield,4006304,,One MGM Way,01103,42.09872,-72.58835,Springfield,US,Springfield
2991,Gallagher Way,3919164,,3635 N Clark St.,60613,41.94792,-87.65675,Chicago,US,Chicago
2992,Crafthouse Stage and Grill,3195353,,5024 Curry Road,15236,40.35005,-79.99654,Pittsburgh,US,Pittsburgh
2993,House of Blues - Myrtle Beach,38653,,4640 Highway 17 South,29582,33.79889,-78.73864,Fayetteville,US,North Myrtle Beach
2994,"The Deck, House of Blues",2387324,,4640 Hwy. 17 S,,33.7995069,-78.7367184,Fayetteville,US,North Myrtle Beach
2995,Capone's,31901,,227 East Main Street,37604,36.31688,-82.35164,Knoxville,US,Johnson City
2996,The Rose,3157704,1300.0,245 E. Green St.,91101,34.14456,-118.14505,Los Angeles,US,Pasadena
2997,The Rose,2070794,,50 West Broadway,83001,43.4793,-110.763,Jackson Hole,US,Jackson Hole
3001,Rose Music Center at The Heights,2876978,,6800 Executive Blvd.,45424,39.87035,-84.10836,Dayton,US,Huber Heights
3002,The Rookery (Raven & Rose),2424669,,1331 SW Broadway,,45.5148935,-122.6823583,Portland,US,Portland
3003,The Black Rabbit Rose,3628854,,1719 N Hudson Ave,90028,34.10193,-118.33207,Los Angeles,US,Los Angeles
3004,The Lonesome Rose,4025494,,2114 N St Mary's St,78212,29.44585,-98.48595,San Antonio,US,San Antonio
3006,The Blue Rose Cafe,262341,,1924 Riverside Dr,74119,36.1344998,-95.9915584,Tulsa,US,Tulsa
3007,The Rose Bar,2133349,,111 SW Ash St,97204,45.521921,-122.6717483,Portland,US,Portland
3009,The Secret Rose Theatre,48235,,11246 Magnolia Boulevard,91601,34.16477,-118.37619,Los Angeles,US,North Hollywood
3012,The Wild Rose,553301,,1021 East Pike Street,98122,47.6139252,-122.3183232,Seattle,US,Seattle
3016,The Black Rose Irish Pub,1618278,,,,,,Fort Lauderdale,US,Boca Raton
3017,The Tequila Rose,1554648,,5831 Weber Rd,78413,27.71017,-97.4057725,Corpus Christi,US,Corpus Christi
3019,The Rose,73809,,,,,,Denver,US,Grand Junction
3024,The Rose Room Bar and Grill,3218343,,8102 NE Killingsworth St,97218,45.5623529,-122.579214,Portland,US,Portland
3025,The Rose Center,952336,,442 W. Second North St.,37814,36.2130933,-83.2981442,Morristown,US,Morristown
3028,The Pink Rose,2633028,,1300 NW Lovejoy St.,97209,45.5297831,-122.6847031,Portland,US,Portland
3029,The Italian Rose,2958693,,1112 N. Main St.,24354,36.8440302,-81.5017412,Marion,US,Marion
3032,The Dragon and Rose,2874348,,4504 W. Second Ave.,88201,33.3940896,-104.5868359,Roswell,US,Roswell
3034,The Willow Atchafalaya La Rose,4081484,,2236 Atchafalaya River Hwy,70517,30.32762,-91.69355,Baton Rouge,US,Lafayette
3035,The Wild Rose,4082214,,,,,,New York,US,Farmingdale
3036,The Rose,265446,,,,,,Cheyenne,US,Rapid City
3038,The Rose,415641,,,,,,Hays,US,Hays
3039,The Rose,175243,,,,,,Dallas - Fort Worth,US,Dallas
3045,The Grizzly Rose,158453,,,,,,Boise,US,Boise
3046,Crossroads Arena,295456,,2800 South Harper Road,38834,34.90902,-88.51698,Corinth,US,Corinth
3047,The Ballroom at Graton Resort,3433564,,630 Park Court,94928,38.35731,-122.72372,Santa Rosa,US,Rohnert Park
3048,Maxwell C. King Center for the Performing Arts,743,,3865 N. Wickham Rd.,32935,28.17169,-80.67177,Orlando,US,Melbourne
3049,King Academic & Performing Arts Center,1271426,,855 Lawrence Way,80204,39.7437023,-105.0061209,Denver,US,Denver
3050,King Performing Arts Center,72823,,,,,,Seattle,US,Seattle
3051,"Studio Theatre, King Center for the Performing Arts",2952123,,,32935,28.1543081,-80.6437906,Orlando,US,Melbourne
3052,Kenneth King Center for the Performing Arts,4184089,,,,,,Denver,US,Denver
3053,Martin Luther King Jr Performing Arts Center,1229421,,,22901,38.0293059,-78.4766781,Richmond,US,Charlottesville
3054,The Bishop,505986,,123 South Walnut Street,47404,39.166371,-86.5336083,Indianapolis,US,Bloomington
3056,The Bishop Bar,3902114,,"123 S Walnut St, Bloomington",47404,39.1657642,-86.5333898,Indianapolis,US,Bloomington
3061,The Bishop Hill Creative Commons,4339515,,,61419,41.20093,-90.12214,Galesburg,US,Galesburg
3073,The Wild Horse Desert Round Up,2873443,,,,27.5861441,-97.7991636,Corpus Christi,US,Bishop
3074,The Bishop,4340158,,123 S Walnut,47404,39.16576,-86.53332,Indianapolis,US,Bloomfield
3075,The Bishop,3118374,,916 Bedford Avenue,11205,40.6933334,-73.9561225,New York,US,Brooklyn
3076,Lucky You Lounge,4098684,,1801 W Sunset Blvd,99201,47.65338,-117.43907,Spokane,US,Spokane
3077,Showbox SoDo,3154,,1700 1st Avenue South,98134,47.5879142,-122.3340054,Seattle,US,Seattle
3078,Savage Oakes Vineyard & Winery,2597218,,171 Barrett Hill Road,04862,44.21758,-69.26209,Rockland,US,Union
3080,The Hideaway,107642,,235 E. Main Street,37604,36.31698,-82.3514,Knoxville,US,Johnson City
3081,The Hideaway,608281,,3122 Dunvale,77063,29.7300539,-95.5142734,Houston,US,Houston
3082,The Hideaway Cafe,800861,,1756 Central Ave,33712,27.770809,-82.657571,St Petersburg,US,St Petersburg
3084,The Hideaway,2765283,,5100 I-55 North,39211,32.36666,-90.14932,Jackson,US,Jackson
3085,The Hideaway,37219,,3269 Teal Rd.,47909,40.3955237,-86.8592913,Indianapolis,US,Lafayette
3088,The Hideaway,3381319,,540 Willis Avenue Salina,67401,38.811018,-97.618175,Wichita,US,Salina
3089,The Hideaway Bar & Grill,2475019,,2565 Franklin Blvd,95818,38.55592,-121.47546,Sacramento,US,Sacramento
3090,The Hideaway,2432589,,3369 Thom Blvd,89130,36.2200599,-115.21256,Las Vegas,US,Las Vegas
3091,The Hideaway,3078904,,30 grove street,06877,41.2858957,-73.4945092,Bridgeport,US,Ridgefield
3092,The Hideaway,4145394,250.0,21 W Las Olas Blvd,33301,26.11962,-80.1443,Fort Lauderdale,US,Fort Lauderdale
3093,The Hideaway Cafe,3305824,,200 North Braddock Street,,39.1868658,-78.1660662,Winchester,US,Winchester
3094,The Hideaway,2250659,,548 County Line Road,,42.993681,-76.9637693,Newark,US,Lyons
3095,The Hideaway,2386109,,,,,,Jasper,US,Jasper
3096,The Hideaway,405881,,,,,,Winter Park,US,Winter Park
3097,The Hideaway,36182,,427 Hewitt,,34.0427402,-118.2354867,Los Angeles,US,Los Angeles
3099,The Hideaway,340056,,,,39.952335,-75.163789,Philadelphia,US,Philadelphia
3100,The Hideaway,87057,,,,,,Boston / Cambridge,US,Cambridge
3101,The Hideaway,3049429,,781-85 Evergreen Walk,Fire Island,40.6493212,-73.1553645,Ocean Beach,US,Ocean Beach
3102,The Hideaway On Dunvale,4003269,200.0,3122 Dunvale Rd,77063,29.73009,-95.51446,Houston,US,Houston
3104,The Hideaway Club,556181,,,,,,Oklahoma City,US,Midwest City
3107,The Hideaway,3888319,,"364 W Lake Dr, Montauk, NY",11954,41.0670565,-71.9391846,Montauk,US,Montauk
3108,The Hideaway,3492229,,,,39.0839981,-76.7002462,Baltimore,US,Odenton
3109,The Hideaway,3516579,,23227 Mountain Hwy E,98387,47.0450833,-122.3892829,Tacoma,US,Spanaway
3110,The Hideaway,4039694,,219 SE MAIN ST,,44.98456,-93.25419,Twin Cities,US,Minneapolis
3111,The 615 Hideaway,4275954,,,,,,Tennessee,US,Tennessee
3112,The Hideaway Bar & Grill,3833719,,"2002 Main St. OROVILLE, WA",98844,48.939301,-119.4357301,Tonasket,US,Tonasket
3114,The Hideaway at Pagliacci's Ristorante,1394328,,44 S. Pearl St.,,42.6484817,-73.7537069,Springfield,US,Albany
3116,The Hideaway,3547469,,802 E Main St,46933,40.4878986,-85.6000095,Indianapolis,US,Gas City
3117,The Hideaway at Blu,3133764,,20 W. Louisiana St,46225,39.7630368,-86.1590196,Indianapolis,US,Indianapolis
3118,The Hideaway,3505114,,,,32.715738,-117.1610838,San Diego,US,San Diego
3119,The Hideaway,3875319,,,,,,St Petersburg,US,St Petersburg
3120,The Hideaway,3615259,,2565 Franklin Boulevard,95818,38.5560419,-121.475567,Sacramento,US,Sacramento
3121,Harrah's Resort Atlantic City,13591,,777 Harrah's Boulevard,08401,39.3840038,-74.4267402,Philadelphia,US,Atlantic City
3122,Bogart's,883,1500.0,2621 Vine St.,45219,39.13,-84.51005,Cincinnati,US,Cincinnati
3123,Bogart's,50488,,6288 E Pacific Coast Hwy,90803,33.7628689,-118.1150773,Los Angeles,US,Long Beach
3124,Bogart's Nightclub,30580,,14918 Garret Ave,55124,44.7331608,-93.2113878,Twin Cities,US,Apple Valley
3127,Bogart's Restaurant & Tavern,2552274,,303 South Main Street,28786,35.4861908,-82.9905221,Knoxville,US,Waynesville
3128,Bogart's Airport Way,1440548,,3924 Airport Way South,98108,47.56827,-122.32243,Seattle,US,Seattle
3130,Bogart's American Kitchen,3523864,,2721 N Hiatus Rd,33026,26.0326311,-80.2964018,Fort Lauderdale,US,Hollywood
3132,Bogart House,3332284,,230 Bogart Street,11206,40.71166,-73.93546,New York,US,Brooklyn
3133,Bogart's in the Fan,1014366,,1903 West Carry St.,23220,37.547503,-77.4655,Richmond,US,Richmond
3136,Bogart's Bookstore,1362391,,210 North High Street,08332,39.397653,-75.038754,Millville,US,Millville
3139,Bogart’s,3979329,,,,,,Grand Rapids,US,Grand Rapids
3142,Bogart Park,3749214,,,,45.6769979,-111.0429339,Billings,US,Bozeman
3143,Bogart's Lounge,233938,,,,,,SF Bay Area,US,Sunnyvale
3144,100 Bogart Street,3621439,,100 Bogart Street,,40.7072458,-73.9335722,New York,US,Brooklyn
3145,Bogart's Coffee House,2565249,,905 Ocean Ave.,,33.7398774,-118.1054956,Los Angeles,US,Seal Beach
3147,Bogart's Pub,3404249,,14 Summer St,02324,41.9895711,-70.9743708,Bridgewater,US,Bridgewater
3148,Bogart's Cafe,220313,,,,,,Los Angeles,US,Santa Barbara
3149,Sethery Bogart's Freehouse,1881423,,661 Cookman Ave,,40.2157662,-74.0119731,New York,US,Asbury Park
3151,Connecting Point Church,1161651,,1030 Commerce Street,30622,33.9354537,-83.4768476,Bogart,US,Bogart
3152,Grace Fellowship,1191641,,1120 Malcom Bridge Road,30622,33.873954,-83.502771,Bogart,US,Bogart
3153,Prince Avenue Baptist,2086389,,2131 Ruth Jackson Road,30622,33.9089893,-83.5527642,Bogart,US,Bogart
3154,Double Cure Coffeehouse,409166,,,,,,Bogart,US,Bogart
3155,Mozisek's Listening/living Room,1854473,,RSVP to stacymozisekdvm@gmail.com for directions,,,,Bogart,US,Bogart
3156,Prince Avenue Christian School,991436,,2201 Ruth Jackson Rd,30622,33.911827,-83.553008,Bogart,US,Bogart
3157,Athens Arena,3645789,,280 Commerce Boulevard,30622,33.9346549,-83.4772495,Bogart,US,Bogart
3158,Td Pavilion at the Mann,4290064,,5201 Parkside Ave,19131,39.98345,-75.22293,Philadelphia,US,Philadelphia
3159,The Amp St. Augustine Backyard Stage,4218969,,,32084,29.90124,-81.31243,Jacksonville,US,Saint Augustine
3160,Theater of the Clouds at Moda Center,4272979,,One Center Court,97227,45.53157,-122.66684,Portland,US,Portland
3161,Power Plant Live!,68588,,34 Market Place,21202,39.288871,-76.6071093,Baltimore,US,Baltimore
3162,Joe Squared - Power Plant Live,1500538,,30 Market Place,21201,39.288871,-76.6071093,Baltimore,US,Baltimore
3163,MEX @ Power Plant LIVE,2551569,,26 Market Pl,,39.288871,-76.6071093,Baltimore,US,Baltimore
3164,In The Venue,1329,,579 West 200 South,84101,40.7648468,-111.9078729,Salt Lake City,US,Salt Lake City
3165,"Club Sound, In the Venue",12900,,579 W. 200 S.,84101,40.76485,-111.90787,Salt Lake City,US,Salt Lake City
3166,"The Venue, Horseshoe Casino",30131,,77 Casino Center Drive,46320,41.6940345,-87.5095596,Chicago,US,Hammond
3167,The Gear Music Venue,339746,,230 Commerce Dr.,46131,39.507888,-86.065381,Beanblossom,US,Franklin
3168,Boney June's Music Venue,91396,,5525 Pearl Dr. Suite D,47712,37.9741744,-87.642745,Louisville,US,Evansville
3169,Terre Haute Music Venue (THMV),790856,,1443 Ash St,47804,39.4878648,-87.3938965,Indianapolis,US,Terre Haute
3170,The Venue,2990443,,110 W Maumee St,46703,41.63501,-85.00002,Angola,US,Angola
3171,The Venue,193388,,5110 West Pike Plaza Road,46254,39.834102,-86.248505,Indianapolis,US,Indianapolis
3172,In The Venue,129785,,,,,,Houston,US,Houston
3173,The Room Entertainment Venue,3521774,,8355 Indianapolis Blvd.,46322,41.5581766,-87.4711761,Chicago,US,Highland
3174,Intersect Venue,725591,,529 Main Street,47591,38.676877,-87.529482,Vincennes,US,Vincennes
3175,Crossroads Outdoor Venue,607711,,2637 McCool Road,46368,41.5748982,-87.1429801,Portage,US,Portage
3176,Vincennes Music Venue,2065714,,602 N 1st St,47591,38.684162,-87.527197,Vincennes,US,Vincennes
3177,Private Venue,1945599,,,,41.6392024,-87.4547635,Chicago,US,East Chicago
3178,The Vine Music Venue,3952934,,5th Street,47842,39.6682194,-87.5206952,Clinton,US,Clinton
3179,Cloudnine Bar/grill and Live Music Venue,2498064,,1400 Shields Ave.,,38.9741791,-85.8934842,Seymour,US,Seymour
3180,Southside Venue,1308641,,3500 W County Road 300 South,47302,40.1492952,-85.4269104,Indianapolis,US,Muncie
3181,Sauna Venue,4238309,,,,,,Indianapolis,US,Muncie
3182,The Great Music Venue,1443403,,41 W. Monroe Street,,39.479282,-86.055654,Beanblossom,US,Franklin
3183,The Greenhouse Wedding & Event Venue,4071584,,1050 Horse Prairie Avenue,46385,41.4579,-87.06854,Chicago,US,Valparaiso
3184,Jurassic Park,1269081,,Address: Email jurassicparkvenue@gmail.com,47906,,,Indianapolis,US,West Lafayette
3185,Venue Location Is Listed In,3189424,,THE NOTES OF THE CONFIRMATION EMAIL,49007,42.3042239,-85.5869352,Grand Rapids,US,Kalamazoo
3186,The Venue at the Dusty Trail,3544449,,5126 Clinton Dr,46902,40.4368359,-86.1256713,Indianapolis,US,Kokomo
3187,Sunset Center,33971,,San Carlos St.,93921,36.55439,-121.92181,SF Bay Area,US,Carmel
3188,Sunset Christian Center,334006,,6900 Destiny Drive,95677,38.775725,-121.259912,Sacramento,US,Sacramento
3189,Sunset Event Center,11432,,242 Linden Street,80524,40.5886615,-105.0744619,Cheyenne,US,Fort Collins
3190,"Sunset Recreation Center, UCLA",3304439,,111 Deneve Dr,90095,34.07523,-118.45106,Los Angeles,US,Los Angeles
3191,Sunset Canyon Recreation Center,3891234,,111 Easton Dr,90025,34.0752323,-118.4510578,Los Angeles,US,Los Angeles
3192,"Lied Center for Performing Arts, University of Nebraska",109037,,301 N. 12th St.,68588,40.81618,-96.70419,Lincoln,US,Lincoln
3193,White Eagle Hall,3512064,,339 Newark Ave.,07302,40.72503,-74.05183,Jersey City,US,Jersey City
3197,The Sherman Theater - Pa,4012604,,,18360,40.98676,-75.19462,Stroudsburg,US,Stroudsburg
3198,"The Living Room, Sherman Theater",1994494,,524 Main Street,18360,40.986593,-75.191301,Stroudsburg,US,Stroudsburg
3199,Ovens Auditorium,1514,,2700 East Independence Boulevard,28205,35.2050931,-80.7953024,Charlotte,US,Charlotte
3200,Motorco Music Hall,1087076,,723 Rigsbee Avenue,27701,36.003512,-78.9004,Durham,US,Durham
3201,The Garage @ Motorco Music Hall,2207618,,723 Rigsbee Avenue,27701,36.003512,-78.9004,Durham,US,Durham
3202,Motorco Music Hall Showroom,4137104,,723 Rigsbee Avenue,27701,36.00353,-78.90033,Durham,US,Durham
3203,Hanover Theatre for the Performing Arts,33134,,2 Southbridge St.,01608,42.26137,-71.80357,Worcester,US,Worcester
3204,The Hanover Theatre and Conservatory for the Performing Arts,4339012,2300.0,2 Southbridge St,01608,42.26077,-71.80328,Worcester,US,Worcester
3205,The Observatory,1487,1000,3503 S Harbor Blvd,92704,33.69984,-117.91945,Los Angeles,US,Santa Ana
3206,Annette Strauss Square,1388656,,2389 Flora Street,75210,32.79016,-96.79733,Dallas - Fort Worth,US,Dallas
3207,Annette Strauss Square at Att Performing Arts Center,2928128,,2403 Flora Street,,32.79088,-96.79801,Dallas - Fort Worth,US,Dallas
3208,Webster Underground,46491,,31 Webster St,06114,41.7441521,-72.6828475,Springfield,US,Hartford
3209,Bojangles' Coliseum,4722,,2700 E. Independence Blvd.,28205,35.20509,-80.7953,Charlotte,US,Charlotte
3210,The Vault at Greasy Luck Brewpub,3850369,,791 Purchase St,02740,41.63496,-70.92624,Providence,US,New Bedford
3211,Greasy Luck Brewpub,4310149,,,02740,41.63817,-70.93685,Providence,US,New Bedford
3212,Greenwich Odeum,440141,410,59 Main St.,02818,41.6631,-71.45043,Providence,US,East Greenwich
3213,Altria Theater,2585343,,6 North Laurel St.,23220,37.5462,-77.45214,Richmond,US,Richmond
3214,Cary Memorial Hall,3308599,,1605 Massachusetts Ave,02420,42.44696,-71.22396,Boston / Cambridge,US,Lexington
3215,The Empty Bottle,251,400.0,1035 North Western Avenue,60622,41.9003921,-87.6867877,Chicago,US,Chicago
3216,Empty Bottle Saloon,331566,,30 W. Main Street,10940,41.4448915,-74.4212228,Middletown,US,Middletown
3217,Humphreys Concerts By the Bay,2075,1400,2241 Shelter Island Dr.,92106,32.71639,-117.22427,San Diego,US,San Diego
3218,Bentonville High School Tiger Arena,4013164,,,72712,36.38402,-94.21283,Rogers,US,Bentonville
3219,Peoria Riverfront,3051664,,201 Water Street,61614,40.6891,-89.58881,Aurora,US,Peoria
3220,Peoria Riverfront - Festival Lawn,3495539,,200 NE Water Street,61602,40.69029,-89.58587,Aurora,US,Peoria
3221,Cefcu Peoria Riverfront,3261349,,200 NE Water Street,61602,40.6902942,-89.5858678,Aurora,US,Peoria
3222,Riverfront Peoria,4013139,,,61602,40.67841,-89.60279,Aurora,US,Peoria
3223,Riverfront Park,65508,,200 NE Water Street,61602,40.69071,-89.58622,Aurora,US,Peoria
3224,Peoria Riverfront Farmers Market,2974993,,200 Block of  SW Water Street,61602,40.68898,-89.587768,Aurora,US,Peoria
3225,Riverfront Festival Park,3567374,3500.0,200 Northeast Water Street,61602,40.69029,-89.58587,Aurora,US,Peoria
3226,Peoria Riverfront - Cefcu Stage,3898174,,200 Northeast Water Street,61602,40.69032,-89.58579,Aurora,US,Peoria
3227,Lakefront Arena Grounds,4302364,,,70122,30.00872,-90.06533,New Orleans,US,New Orleans
3228,Great Scott,296,240.0,1222 Commonwealth Ave.,02134,42.35004,-71.13059,Boston / Cambridge,US,Allston
3230,The Plan At Great Scott,130687,,,,,,Boston / Cambridge,US,Allston
3231,Great Scott Tavern,3347709,,21801 Lakeshore Blvd,44123,41.608891,-81.529094,Cleveland,US,Euclid
3232,Great Scott,4108814,,,,,,Boston / Cambridge,US,Boston
3233,Bill Graham Civic Auditorium,65,7000,99 Grove Street,94102,37.77851,-122.41747,SF Bay Area,US,San Francisco
3234,Academy of Music Theatre,9914,,274 Main St.,01060,42.31783,-72.6334,Springfield,US,Northampton
3235,3ten ACL Live,3239394,,310 Willie Nelson Blvd Suite 1A,78701,30.26536,-97.7473,Austin,US,Austin
3237,AT&T Center,671,,One AT&T Center,78219,29.42702,-98.43732,San Antonio,US,San Antonio
3240,Pearl At Commerce,324816,,2038 Commerce St.,75201,32.7810721,-96.792312,Dallas - Fort Worth,US,Dallas
3241,The District Stage At Tempe Marketplace,9518,,The District Stage At,85281,33.4366655,-111.9403254,Phoenix,US,Tempe
3242,Jazz Cafe At Music Hall,507421,,350 Madison Street,48226,42.33679,-83.04564,Detroit,US,Detroit
3243,The Fuel Room At Austin's Saloon And Eatery,6573,,481 Peterson Road,60048,42.305547,-87.970826,Chicago,US,Libertyville
3244,Time Warner Cable Amphitheater At Tower City,679,,351 Canal Rd.,44113,41.4960564,-81.6945006,Cleveland,US,Cleveland
3245,Garage At Biltmore,131061,,"101 Fairview Rd., Ste. 8",28803,35.5661018,-82.5372781,Knoxville,US,Asheville
