,venue_name,id,capacity,street,zip,latitude,longitude,metro_area
2003,SKK Arena,73077,,"8, Yu. Gagarina av.",193318,59.919568999999996,30.451465000000002,St. Petersburg
2004,IMPACT Arena,55874,12000.0,"Bangkok Land Building, 99 Popular Road",11120,13.907729999999999,100.49587,Bangkok
2005,BB&T Arena,513066,,500 Louie B. Nunn Dr.,41099,39.03178,-84.46330999999998,Cincinnati
2006,NYNEX Arena,43812,,,,,,Manchester
2007,HDI-Arena,38906,49000.0,Robert-Enke-Straße 1,30169,52.36099,9.7329,Hannover
2008,AIS Arena,92406,5200.0,Leverrier Street,2617,-35.24495,149.10227,Canberra
2009,EWE Arena,38770,,Europaplatz,26123,53.14669,8.22625,Oldenburg
2010,RDS Arena,314201,,Merrion Road Ballbridge,IE,53.321459999999995,-6.21703,Dublin
2011,SIU Arena,5996,,,62901,37.7272727,-89.2167501,St Louis
2012,EWS Arena,516006,,Nördliche Ringstraße 87,73033,48.71,9.64995,Göppingen
2013,WS Arena,3239069,,Varastokatu 9,65100,63.09641,21.63365,Vaasa
2014,NRGI Arena,583701,,Stadion Alle 70,8000,56.132231999999995,10.193546000000001,Aarhus
2015,TECO Arena,57383,,,,,,Cape Coral
2016,BT Arena,3162024,,Strada Uzinei Electrice,400375,46.76623,23.5701,Cluj-Napoca
2017,VTB Arena,3972089,,,,,,Moscow
2018,MTL Arena,94831,,,,,,Samara
2019,SRC Arena,1577779,,"4585 West Seneca Tpk, Onondaga Community College",13205,43.003690999999996,-76.19736999999998,Rochester
2020,ČEZ Arena,96812,,Sukova třída 1735,530 02,50.04026939999999,15.769493599999999,Pardubice
2021,IFU Arena,3429599,,Råbyvägen 77,754 26,59.88019,17.65534,Uppsala
2022,HMH Arena,71782,,Arena Boulevard 590,1101DS,52.312357399999996,4.9441509,Amsterdam
2023,CASA Arena,627156,10400.0,Langmarksvej 65,8700,55.870940000000004,9.85857,Horsens
2024,BUD Arena,3375764,,Ленинградский проспект 31/4,125284,55.784714,37.560007,Moscow
2025,NTC Arena,2455174,,,,48.14589229999999,17.1071373,Bratislava
2026,DBL Arena,1894668,,Jalan Ahmad Yani,60234,-7.3278520999999985,112.7315491,Surabaya
2027,AOL Arena,55931,,Sylvesterallee 7,22525,53.5871,9.8996,Hamburg
2028,NYC Arena,1865623,,91-12 144th Pl.,11435,40.700173,-73.810379,New York
2029,NTSU Arena,3944949,,,,,,Taipei
2030,PGE Arena,1886748,43615.0,Pokoleń Lechii Gdańsk 1,80-560,54.38730820000001,18.636055300000002,Gdansk
2031,MOA Arena,3944934,,,,,,Manila
2032,NKT Arena,3748159,,"Arenavägen 19
371 55 Karlskrona",37155,56.21765,15.602920000000001,Karlskrona
2033,DIVS Arena,94830,,,,,,Yekaterinburg
2034,IMA Arena,110872,,,,,,Detroit
2035,BN Arena,3679824,5200.0,,,9.9280694,-84.09072459999999,San Jose
2036,POM Arena,516856,,,,,,Jena
2037,DECC Arena,4013174,,,55802,46.7534,-92.06815999999999,Twin Cities
2038,SND Arena,4227674,,,,,,Asunción
2039,CSU Arena,256256,,,,,,Cleveland
2040,UTC Arena,332261,,,,,,Charlotte
2041,INEC Arena,4338837,,,,,,Killarney
2042,LA Arena,401761,,,,,,Los Angeles
2043,GMR Arena,4221979,,Aerocity,,28.549640000000004,77.12119,New Delhi
2044,CGM Arena,3875434,,,,,,Koblenz
2045,Bold Point Park,3559984,,501 Waterfront Drive,02914,41.81517,-71.3892,Providence
2046,The Complex (Formerly Regency Live),3787179,,307 Park Central East,65806,37.20921,-93.29101999999999,Springfield
2047,The Complex,957351,,,63103,38.629185,-90.2174318,St Louis
2048,The Roaring Twenties Complex,3452804,500.0,807 North 2nd St.,63102,38.6311359,-90.1843867,St Louis
2049,The Lot at the Complex,4261969,,307 Park Central East,65806,37.20908,-93.291,Springfield
2050,Agganis Arena,811,,925 Commonwealth Avenue,02215,42.351788899999995,-71.117785,Boston / Cambridge
2051,Shelby Farms Park,114086,,500 North Pine Lake Drive,38134,35.13877,-89.83253,Memphis
2052,Metro Gallery,67690,250.0,1700 North Charles St,21201,39.308840000000004,-76.61639,Baltimore
2053,Sierra Metro Gallery,882751,,,,,,Edinburgh
2054,"Palace Theatre, Stamford Center for the Arts",70562,,61 Atlantic St.,06901,41.05453,-73.53948000000003,Yonkers
2055,Stamford Center for the Performing Arts,47930,,Palace Theatre 61 Atlantic Avenue,06901,41.0545334,-73.53948100000002,Yonkers
2056,Stamford Center for the Arts,2453259,,307 Atlantic St.,06901,41.05109,-73.54018,Yonkers
2057,"Rich Forum, Stamford Center for the Arts",121477,,307 Atlantic St.,06901,41.0510352,-73.5397371,Yonkers
2058,Center For The Arts,124138,,,,,,Yonkers
2059,Stamford Performing Arts Center,950,,"123 High Ridge Road, 3rd Floor",06905,41.07622360000001,-73.54931450000002,Yonkers
2060,Hollywood Bowl,7211,17376.0,2301 N. Highland Ave.,90068,34.11137,-118.33623999999999,Los Angeles
2061,Hollywood Bowl,2273619,,Kirkstall Rd,LS4 2DG,53.8070542,-1.5848341000000001,Leeds
2062,Hollywood Bowl,69221,,4030 NE Halsey St.,97232,45.533512,-122.621749,Portland
2063,South Kitchen and Jazz Parlor,4290679,,,19130,39.96826,-75.17497,Philadelphia
2064,The Shed,3369,,5 Yeoman Street,LE1 1UT,52.63531999999999,-1.12878,Leicester
2065,The Shred Shed,1116961,,60 E Exchange Place,84111,40.761186,-111.88895600000001,Salt Lake City
2066,The Shed,441031,250.0,1820 W. Lamar Alexander Pkwy.,37801,35.75432,-84.02359,Maryville
2067,The Date Shed,1199906,,50725 Monroe St.,92201,33.68053,-116.23508999999999,San Diego
2068,"The Ent Shed, The Gordon Arms",3363,,118 Castle Road,MK40 3QY,52.137159999999994,-0.45383999999999997,Milton Keynes
2069,The Shed BBQ & Blues Joint,371576,,7501 Hwy. 57,39565,30.4473,-88.71918000000002,Ocean Springs
2070,The Bread Shed,3672879,700.0,126 Grosvenor St,M1 7HL,53.47071999999999,-2.23655,Manchester
2071,"The Platform, Engine Shed",2110959,,Brayford Pool,LN6 7TS,53.22883,-0.54924,Doncaster
2072,The Shed,663856,,26 Langside Avenue,G41 2QS,55.83095,-4.27835,Glasgow
2073,The Shed Bbq & Blues Joint,813396,,5753 Old Shell Rd.,36608,30.688162,-88.17570490000001,Mobile
2074,The Red Shed Tavern,749266,,8504 South Congress Avenue,78745,30.1726,-97.78566,Austin
2075,The Shed Bbq & Blues Joint,994621,,100 Harbor Boulevard,32541,30.3949097,-86.5098078,Destin
2076,The Shed,3010224,,"807 E Main St., Suite 130",27701,35.99020720000001,-78.8902843,Durham
2077,The Shed,3499979,,,,34.7312005,-87.70253000000002,Tuscumbia
2078,The Shed,371431,,,,42.1014831,-72.589811,Springfield
2079,The Shed,4157894,,545 W 30th St,10001,40.75294,-74.00283,New York
2080,The Cabbage Shed,2141364,250.0,198 Frankfort Avenue,49628,44.623048499999996,-86.2292338,Frankfort
2081,The Shed,59231,,,,52.1359729,-0.4666545999999999,Milton Keynes
2082,The Shed,1210616,,15094 Mills Road,39503,30.502009,-89.128415,Mobile
2083,The Shed BBQ,900216,,308 Hwy 93 North,70583,30.252518,-92.107182,Scott
2084,The Cider Shed,898996,,,,,,Norwich
2085,The Shed,1653433,,1 Washington Boulevard,13126,43.4538794,-76.5277889,Rochester
2086,The Bike Shed,3132669,,384 Old St,EC1V 9LT,51.5272081,-0.07872280000000001,London
2087,The Shed,129149,,73 Frizzo Rd,4553,-26.75137,153.04625,Brisbane
2088,The Shed,3571529,,,,33.2148412,-97.13306829999999,Dallas - Fort Worth
2089,The Big Shed,2955518,,,PH15 2PB,56.55869000000001,-4.1832199999999995,Dundee
2090,Vault at The Shed,4003339,,,,,,Leicester
2091,The Shed Series,2368199,,625 39th St. S.,,33.51907,-86.77376,Birmingham
2092,The Shred Shed,3139844,,,,39.9525839,-75.1652215,Philadelphia
2093,The Apple Shed,2959088,,2064 Huon Highway,7109,-42.987790000000004,147.0854,Hobart
2094,The Tobacco Shed,3878694,,103 Poquonock Ave.,06095,41.854959,-72.64874990000001,Augusta
2095,The Shed,524256,,,LS1 4LJ,53.794709999999995,-1.54295,Leeds
2096,The Firkin Shed,3273659,,,,50.719164,-1.880769,Bournemouth
2097,The Shed Amphitheater at Station House,3648889,,4100 Raleigh St.,28213,35.25242,-80.79315,Charlotte
2098,The Shed at Aussie World,4190029,,"73 Frizzo Road, Bruce Highway",4553,-26.749859999999998,153.04651,Brisbane
2099,The Manly Boat Shed,777436,,,,,,Sydney
2100,"Tower Bar, The Engine Shed",35922,,"University of Lincoln, Brayford Pool",LN6 7TS,53.2283446,-0.5496785,Doncaster
2101,The Shed House,638571,,,,,,Jackson
2102,The Shed,1780478,,413 Moore St,78666,29.883809999999997,-97.94821999999999,Austin
2103,The Shed,3577259,,6 Little Drayton St.,4615,,,Toowoomba
2104,The Shed,2792963,,1480 Old Deerfield Rd,60035,42.1720766,-87.816414,Chicago
2105,The WasteShed,2845183,,,,41.8781136,-87.62979820000002,Chicago
2106,The Wagon Shed,2670063,,109 N. 2nd Street,17349,39.740515,-76.701201,Philadelphia
2107,The Shed Bbq & Blues Joint,802376,,,,,,Baton Rouge
2108,The Shed,2800073,,Nineacres Lane,OX7 3QZ,51.87596,-1.48246,Oxford
2109,The Shed,1153336,,39 West Patterson,43201,40.00993,-83.01127,Columbus
2110,The Shed,2373149,,1480 Old Deerfield Rd #11,,42.177526799999995,-87.8191482,Chicago
2111,The Shed,382741,,,,40.3188889,-88.2819444,Champaign
2112,The Shed,2018904,,14 St Pauls Lane,2031,-33.919594000000004,151.2419108,Sydney
2113,The Shed,598946,,,,,,Vancouver
2114,Spirit Lodge,3385409,,242 51st Street,15201,40.47833,-79.9557,Pittsburgh
2115,Wild Spirit Backpackers Lodge,2468934,,"R102 Nature's Valley Road, The Crags",6602,-33.9486061,23.5211271,Plettenberg Bay
2116,Greensboro Coliseum Complex,35882,,1921 W. Lee St.,27403,36.059757299999994,-79.8256684,Greensboro
2117,"War Memorial Auditorium, Greensboro Coliseum Complex",13261,,1921 W. Lee St.,27403,36.059757299999994,-79.8256684,Greensboro
2118,White Oak Amphitheatre at the Greensboro Coliseum Complex,2865463,,Hanner Street,27403,36.054959999999994,-79.82725,Greensboro
2119,"Special Events Center, Greensboro Coliseum Complex",100427,,1921 W. Lee St.,,36.05863,-79.82613,Greensboro
2120,The Fieldhouse at Greensboro Coliseum Complex,3648954,,1921 West Gate City Blvd,27403,36.0586817,-79.8261312,Greensboro
2121,The Rebel Lounge,2897218,,2303 E. Indian School Road,85016,33.49453,-112.03206000000002,Phoenix
2122,Pechanga Resort & Casino,60891,1200.0,45000 Pechanga Pkwy.,92592,33.45605,-117.10673999999999,San Diego
2123,Knitting Factory Concert House,31807,1500.0,919 West Sprague Avenue,99201,47.6569974,-117.42602520000001,Spokane
2124,Anthology,2841923,1000.0,336 East Avenue,14604,43.1555,-77.59527,Rochester
2125,Bourbon Theatre,503481,750.0,1415 O St.,68508,40.81325,-96.70062,Lincoln
2126,Bourbon Theatre-NE,4011949,,,68508,40.82987,-96.70124,Lincoln
2127,Bogart's,883,1500.0,2621 Vine St.,45219,39.13,-84.51005,Cincinnati
2128,Bogart's,50488,,6288 E Pacific Coast Hwy,90803,33.7628689,-118.11507730000001,Los Angeles
2129,Bogart's Nightclub,30580,,14918 Garret Ave,55124,44.73316079999999,-93.2113878,Twin Cities
2130,Bogart's Restaurant & Tavern,2552274,,303 South Main Street,28786,35.4861908,-82.99052209999998,Knoxville
2131,Bogart's Airport Way,1440548,,3924 Airport Way South,98108,47.56827,-122.32243000000001,Seattle
2132,Bogart's,934951,,,,,,Darwin
2133,Bogart's American Kitchen,3523864,,2721 N Hiatus Rd,33026,26.032631100000003,-80.2964018,Fort Lauderdale
2134,Bogart's,55207,,,,,,Birmingham
2135,Bogart House,3332284,,230 Bogart Street,11206,40.711659999999995,-73.93545999999998,New York
2136,Bogart's in the Fan,1014366,,1903 West Carry St.,23220,37.547503000000006,-77.4655,Richmond
2137,Bogart's,653756,,,,,,Peterborough
2138,Bogart's,864561,,7th Avenue & 5th Street S W,,51.046781,-114.0737805,Calgary
2139,Club Bogart,1325106,,"Fabryczna 13, Gomunice",97-545,51.174611999999996,19.485245300000006,Lodz
2140,Bogart's,2379439,,"23, rue de Grahuches",89100,48.194978799999994,3.3208212999999995,Sens
2141,Bogart's Bookstore,1362391,,210 North High Street,08332,39.39765300000001,-75.038754,Millville
2142,Klub Muzyczny Bogart / Gomunice,4027204,,Fabryczna 13,97-545,51.403009999999995,19.68757,Piotrków Trybunalski
2143,Bogart Park,3749214,,,,45.676997899999996,-111.04293390000001,Billings
2144,Bogart's Lounge,233938,,,,,,SF Bay Area
2145,100 Bogart Street,3621439,,100 Bogart Street,,40.707245799999995,-73.9335722,New York
2146,Bogart's Coffee House,2565249,,905 Ocean Ave.,,33.7398774,-118.1054956,Los Angeles
2147,Bogart's,780641,,,,,,London
2148,Bogart’s,3979329,,,,,,Grand Rapids
2149,Bogart's,118445,,,,-33.8806799,151.2186198,Sydney
2150,Bogart's,3856064,,,,,,Higüey
2151,Connecting Point Church,1161651,,1030 Commerce Street,30622,33.935453700000004,-83.47684759999999,Bogart
2152,Teatro Bogart,102360,,,,,,Rimini
2153,Bogart's Pub,3404249,,14 Summer St,02324,41.9895711,-70.9743708,Bridgewater
2154,Bogart's Cafe,220313,,,,,,Los Angeles
2155,Sethery Bogart's Freehouse,1881423,,661 Cookman Ave,,40.215766200000004,-74.01197309999998,New York
2156,Bogart Bar - Givatayim,3466599,,Katsenel'son 50 / 55,,32.075193199999994,34.8074088,Tel Aviv-Jaffa
2157,Grace Fellowship,1191641,,1120 Malcom Bridge Road,30622,33.873954,-83.502771,Bogart
2158,Prince Avenue Baptist,2086389,,2131 Ruth Jackson Road,30622,33.908989299999995,-83.5527642,Bogart
2159,Double Cure Coffeehouse,409166,,,,,,Bogart
2160,Mozisek's Listening/living Room,1854473,,RSVP to stacymozisekdvm@gmail.com for directions,,,,Bogart
2161,Prince Avenue Christian School,991436,,2201 Ruth Jackson Rd,30622,33.911827,-83.55300799999998,Bogart
2162,Athens Arena,3645789,,280 Commerce Boulevard,30622,33.9346549,-83.4772495,Bogart
2163,Hard Rock Live at the Event Center,3893124,,1 Seminole Way,33314,26.051379999999998,-80.21123,Fort Lauderdale
2164,Hard Rock Event Center,3766169,,1 Seminole Way,33314,26.051379999999998,-80.21123,Fort Lauderdale
2165,Seminole Hard Rock Tampa Event Center,4336675,,,33611,27.89081,-82.50235,Tampa
2166,"Palazzo Theatre, Venetian Casino, Hotel & Resort",1972404,,3355 Las Vegas Blvd. S.,89109,36.12145170000001,-115.16961119999999,Las Vegas
2167,"Wayne Brady Theatre, Venetian Casino, Hotel & Resort",825086,,3355 Las Vegas Blvd. S.,,36.12145,-115.16961,Las Vegas
2168,"Venetian Theatre, Venetian Hotel",2861503,,3355 Las Vegas Blvd South,89109,36.12145,-115.16961,Las Vegas
2169,"Sands Theatre, Venetian Casino, Hotel & Resort",2122729,,3355 Las Vegas Blvd. S.,89109,36.12145170000001,-115.16961119999999,Las Vegas
2170,Opaline Theatre at the Venetian Las Vegas,3477449,,3355 Las Vegas Blvd Sout,89109,36.1229174,-115.1685253,Las Vegas
2171,"Blue Man Theatre, The Venetian",1520678,,3355 Las Vegas Blvd South,89109,36.1220839,-115.16803159999999,Las Vegas
2172,Venetian Theatre,4216904,,3355 S Las Vegas Blvd,89109,36.12292,-115.16853,Las Vegas
2173,Spin City,4334067,,,66441,39.02861,-96.8314,Junction City
2174,Spin City,452811,,,,,,Omaha
2175,Bubba Spin's,3928974,,,,,,Kansas City
2176,Spin Studios,1326016,,4017 22nd St,11101,40.7541769,-73.9403887,New York
2177,Levi's® Stadium,2790068,,4900 Marie P. DeBartolo Way,95054,37.40464,-121.9693,SF Bay Area
2178,The Farm Bureau Insurance Lawn at White River State Park,5091,50000.0,801 W. Washington St.,46204,39.766556200000004,-86.17080329999996,Indianapolis
2179,Wild Bill's,2493,,2075 Market Street,30096,33.957853,-84.129752,Atlanta
2180,Wild Bill's,53386,,"201 Banff Ave., 2nd Fl.",T0L 0M0,51.18639,-115.55402,Calgary
2181,"Wild Bill's Sports Bar, North Hill Inn",575511,,7150 50th Ave,T4N 6A5,52.2989043,-113.8160239,Red Deer
2182,WBS Event Facility (Wild Bill's),2010719,,,30096,34.0028786,-84.1446376,Atlanta
2183,Wild Bill's Nostalgia Center,3098554,,1003 Newfield St,06457,41.5861655,-72.67496659999998,Bridgeport
2184,Wild Bill's Saloon,748206,,,,,,Brownsville
2185,Wild Bill Days,375691,,Downtown Deadwood Wall St. & Main St.,,44.377969799999995,-103.7292083,Sturgis
2186,Wild Bill's,295151,,,,,,Houston
2187,"Wild Bill's Steakhouse, Saloon and Dancehall",2089329,,,,,,Tucson
2188,Wild Bill's Legendary Steakhouse & Saloon,957141,,1843 Village West Pkwy C121,66111,39.1259792,-94.8271027,Kansas City
2189,Wild Bill's in Nashville,1386316,,Corner of 1st and Broadway,,36.1622589,-86.7744342,Nashville
2190,Wild Bill's,618026,,,,,,Atlanta
2191,Wild Bill's,283216,,,,,,Melbourne
2192,Wild Bill's,1491638,,351 North Hall,,41.6659873,-91.5366758,Des Moines
2193,Wild Bill's,1528403,,503 Washington St,57031,42.8865973,-97.1725806,Sioux Falls
2194,Wild Bill's Fill'n Station,1596978,,3811 SW 6th Ave,79106,35.21100089999999,-101.8799184,Amarillo
2195,Summit Music Hall,836146,,1902 Blake St.,80202,39.75351,-104.99531999999999,Denver
2196,The Moon Room @ Summit Music Hall,2102249,,1902 Blake St,80202,39.7535064,-104.9953172,Denver
2197,The Summit,36816,,2210 Summit Street,43201,40.00854,-83.00057,Columbus
2198,The Summit,43010,,3536 Navigation Blvd,77003,29.754449600000004,-95.33432140000001,Houston
2199,The Summit,120963,,600 Main,81301,37.2702393,-107.8816233,Durango
2200,Summit,2476134,,120 W 5th St,78701,30.26758,-97.74387,Austin
2201,Jerry's Bait Shop,102477,,302 Southwest Main Street,64063,38.911494,-94.37788990000001,Kansas City
2202,Summit City Lounge,394516,120.0,214 Main Street,41858,37.1186136,-82.82700059999998,Whitesburg
2203,Cafe Bourbon St. / The Summit,2361774,,2210 / 2216 Summit St,43201,40.00868,-83.00052,Columbus
2204,Cascades Casino Summit Theatre,575671,420.0,20393 Fraser Highway,V3A 7N2,49.1061458,-122.6567311,Vancouver
2205,1st Summit Arena at Cambria County War Memorial,74110,,326 Napoleon Street,15901,40.323029999999996,-78.92272,Johnstown
2206,Summit Coffee,598851,,128 S Main St,28036,35.498389,-80.84911,Charlotte
2207,Summit Shack,3653214,,217 East Evers,43402,41.37998620000001,-83.6476831,Toledo
2208,The Summit,1445053,,10 S Clinton St.,52240,41.6608607,-91.53428690000001,Des Moines
2209,Summit Hotel,900361,,4th Avenue & 1st Street S W,,51.049394,-114.065249,Calgary
2210,Summit Brewing Company,1450718,,910 Montreal Circle,55102,44.9143417,-93.1403552,Twin Cities
2211,"Center for God, Family and Country",38284,,,,38.9108408,-94.3821724,Kansas City
2212,Summit Rooftop Lounge,3034509,,120 West 5th St,77071,30.26755,-97.74394000000001,Austin
2213,Base Camp at Summit Music Hall,990436,,1902 Blake Street,80202,39.7535064,-104.9953172,Denver
2214,Aqua Sol Restaurant at the Summit North Marina,1382621,,3006 Summit Harbour Place,19701,39.5486435,-75.7045912,Wilmington
2215,Summit Park,3238724,,4335 Glendale-Milford Rd,45242,39.2522586,-84.38991290000001,Cincinnati
2216,The Summit Church,1488443,,2335 Presidential Drive,27703,35.926734,-78.84150759999999,Durham
2217,Summit City Brewerks,3007324,,1501 E Berry St #106,46803,41.081362,-85.1177955,Fort Wayne
2218,Summit Stage and Saloon,705391,,125 Nw Oregon Ave,97701,44.0591979,-121.3125763,Salem
2219,Summit Fair Shopping Center,1042436,,,,,,Kansas City
2220,Summit Community Center,3146039,,,97326,44.6754577,-123.5583084,Salem
2221,Sheraton Summit,971086,,202 4th Avenue Sw,,51.0493977,-114.0653727,Calgary
2222,Celebrity Summit,3284839,,Port Everglades,,26.093711199999998,-80.12466429999998,Fort Lauderdale
2223,"Summit Pavilion, Grand Sierra Resort & Casino",176348,,,89595,39.529632899999996,-119.8138027,Reno
2224,"Summit West, the Summit at Snoqualmie",2878333,,1001 State Route 906,,47.4233424,-121.4136102,Snoqualmie
2225,Midwest Music Summit,100653,,,,,,Indianapolis
2226,Big Summit Prairie,3490529,,Ohocco National Forest,,44.3762482,-120.1177754,Portland
2227,Strathmore Uke & Guitar Summit,2911383,,North Bethesda,,39.0045875,-77.101208,Washington
2228,The Brewtop - Lee's Summit,1340611,,700 NE Woods Chapel Road,64064,38.983179,-94.361694,Kansas City
2229,Summit Estates,3456304,500.0,222 East Patriot Boulevard,89511,39.452313000000004,-119.77756299999999,Reno
2230,The Summit,64690,,,,,,New Milford
2231,Canoe Club,869661,,27905 East Colbern Road,,38.943041,-94.257424,Kansas City
2232,The Summit Church - North Raleigh Campus,1143616,,5808 Departure Drive,27616,35.86253389999999,-78.590011,Raleigh
2233,Summit Opera House,2840523,,2 Kent Pl Blvd,07901,40.717751,-74.3617443,Summit
2234,Future of Music Summit,1991224,,Lohrfink Auditorium,20057,38.9076089,-77.07225849999998,Washington
2235,"Main Branch, Akron-Summit County Public Library",1361316,,60 S. High Street,44326,41.083771,-81.516924,Akron
2236,Legacy Park Amphitheater,3250689,,897 NE Bluestem Drive,64086,38.92896,-94.3132,Kansas City
2237,R&R Triple A Summit 2007,117860,,,,,,Denver
2238,Summit Jazz,341646,,,,,,Denver
2239,The Summit,443896,,,,,,Snoqualmie Pass
2240,Snow Summit,2193344,,880 Summit Blvd,92315,34.236588,-116.88973500000002,Big Bear Lake
2241,Mondo,2965483,,"Brownstone Theatre and Artspace 3rd Floor, 426 Springfield Avenue",07901,40.71775,-74.35951,Summit
2242,The Summit Steakhouse,1538358,,,,,,Denver
2243,The Summit at Northeast,1175846,,4400 Shore Acres Blvd.,33701,27.81275,-82.60979300000002,St Petersburg
